Company,Role,Location,Salary Range,Status,Date Applied,Follow Up Date,Response,Interview Stage,Days To Response,Response Type,Cover Letter Used,What Worked,Tags,Notes,Career Page URL,Remote Policy,Remote Likelihood Score,Remote Evidence,Submission Lane,Submitted Resume Path,Submission Evidence Path,Submission Verified At
Marketing Architects,Data Analyst,,,Draft,,,,Initial,,,2026-03-17_marketing-architects_data-analyst,,analyst;support;growth;director;marketing;analytics;go;full-time,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/marketing-architects/jobs/2026-03-17_marketing-architects_data-analyst_bf9fa0b5.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-data-analyst-marketing-architects-1130731,remote,90,remote_feed_source;remote_keyword,manual,,,
The Motley Fool,Contract Data Architect,United States,,Draft,,,,Initial,,,2026-03-17_the-motley-fool_contract-data-architect,,architect;support;financial;investment;strategy;senior;engineering,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/the-motley-fool/jobs/2026-03-17_the-motley-fool_contract-data-architect_a00dd57a.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-contract-data-architect-the-motley-fool-1130730,remote,90,remote_feed_source;remote_keyword,manual,,,
Orcrist Technologies,People Operations Specialist,Berlin,,Draft,,,,Initial,,,2026-03-17_orcrist-technologies_people-operations-specialist,,hr;operations;operational;recruiting;recruitment,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/orcrist-technologies/jobs/2026-03-17_orcrist-technologies_people-operations-specialist_7e3f6ffc.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-people-operations-specialist-orcrist-technologies-1130729,remote,90,remote_feed_source;remote_keyword,manual,,,
Shields Health Solutions,Benefit Verification Pharmacy Technician,,,Draft,,,,Initial,,,2026-03-17_shields-health-solutions_benefit-verification-pharmacy-technician,,operational;medical;educational,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/shields-health-solutions/jobs/2026-03-17_shields-health-solutions_benefit-verification-pharmacy-technician_83b70119.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-benefit-verification-pharmacy-technician-shields-health-solutions-1130726,remote,90,remote_feed_source;remote_keyword,manual,,,
Andromeda Cluster,Infrastructure Manager,San Francisco,,Draft,,,,Initial,,,2026-03-17_andromeda-cluster_infrastructure-manager,,manager;training;technical;cloud;strategy;sales,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/andromeda-cluster/jobs/2026-03-17_andromeda-cluster_infrastructure-manager_27136f63.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=93/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-infrastructure-manager-andromeda-cluster-1130725,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Restaurant Supply,Assistant Pricing Manager,Metro Manila,,Draft,,,,Initial,,,2026-03-17_restaurant-supply_assistant-pricing-manager,,manager;assistant;support;microsoft;operations;excel;ecommerce;shopify;non-tech,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/restaurant-supply/jobs/2026-03-17_restaurant-supply_assistant-pricing-manager_47233cf1.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-assistant-pricing-manager-restaurant-supply-1130724,remote,90,remote_feed_source;remote_keyword,manual,,,
Lookout Inc,Staff Threat Intelligence Researcher,France,,Draft,,,,Initial,,,2026-03-17_lookout-inc_staff-threat-intelligence-researcher,,ios;security;cloud;mobile;android,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/lookout-inc/jobs/2026-03-17_lookout-inc_staff-threat-intelligence-researcher_dc974807.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-staff-threat-intelligence-researcher-lookout-inc-1130722,remote,90,remote_feed_source;remote_keyword,manual,,,
Blueprint,Procurement Specialist Hardware,,,Draft,,,,Initial,,,2026-03-17_blueprint_procurement-specialist-hardware,,support;strategy;operations,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/blueprint/jobs/2026-03-17_blueprint_procurement-specialist-hardware_7ac480f8.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-procurement-specialist-hardware-blueprint-1130717,remote,90,remote_feed_source;remote_keyword,manual,,,
Omada Health,Senior Software Engineer,USA,,Draft,,,,Initial,,,2026-03-17_omada-health_senior-software-engineer,,software;design;technical;leader;senior;medical;health;engineer;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/omada-health/jobs/2026-03-17_omada-health_senior-software-engineer_8474bfdf.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-software-engineer-omada-health-1130714,remote,90,remote_feed_source;remote_keyword,manual,,,
BetterHelp,Design Intern Summer 2026,US,,Draft,,,,Initial,,,2026-03-17_betterhelp_design-intern-summer-2026,,design;designer;growth;web;marketing;go;health;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/betterhelp/jobs/2026-03-17_betterhelp_design-intern-summer-2026_aef6a72f.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-design-intern-summer-2026-betterhelp-1130710,remote,90,remote_feed_source;remote_keyword,manual,,,
ALX Africa,Director of Community,,,Draft,,,,Initial,,,2026-03-17_alx-africa_director-of-community,,director;students;training;support;software,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/alx-africa/jobs/2026-03-17_alx-africa_director-of-community_58cb0033.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-director-of-community-alx-africa-1130705,remote,90,remote_feed_source;remote_keyword,manual,,,
GoGuardian,Data Scientist IV,United States,,Draft,,,,Initial,,,2026-03-17_goguardian_data-scientist-iv,,system;teaching;students;technical,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/goguardian/jobs/2026-03-17_goguardian_data-scientist-iv_4942b5b5.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-data-scientist-iv-goguardian-1130703,remote,90,remote_feed_source;remote_keyword,manual,,,
Gravie,Senior Configuration Analyst,Remote,,Draft,,,,Initial,,,2026-03-17_gravie_senior-configuration-analyst,,analyst;support;testing;leader;senior;health;healthcare;non-tech,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/gravie/jobs/2026-03-17_gravie_senior-configuration-analyst_0ddb83ca.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=93/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-configuration-analyst-gravie-1130700,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
"ezCater, Inc",Security Intern,"Boston, MA",,Draft,,,,Initial,,,2026-03-17_ezcater-inc_security-intern,,security;design;support;code;management;engineering;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/ezcater-inc/jobs/2026-03-17_ezcater-inc_security-intern_4b90757e.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-security-intern-ezcater-inc-1130696,remote,90,remote_feed_source;remote_keyword,manual,,,
Pulley,Frontend Engineer II Core Product,Remote,,Draft,,,,Initial,,,2026-03-17_pulley_frontend-engineer-ii-core-product,,frontend;design;software;growth;web;management;engineer;backend;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/pulley/jobs/2026-03-17_pulley_frontend-engineer-ii-core-product_8db89f47.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=93/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-frontend-engineer-ii-core-product-pulley-1130687,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Exodus Movement Inc.,Security Engineer,,,Draft,,,,Initial,,,2026-03-17_exodus-movement-inc_security-engineer,,security;design;api;engineer;engineering;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/exodus-movement-inc/jobs/2026-03-17_exodus-movement-inc_security-engineer_3c40ecf2.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=93/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-security-engineer-exodus-movement-inc-1130686,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
Hunt St,Training & Assessment Assessor,,,Draft,,,,Initial,,,2026-03-17_hunt-st_training-assessment-assessor,,training;support;education;admin;management;content;non-tech,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/hunt-st/jobs/2026-03-17_hunt-st_training-assessment-assessor_890a8dc8.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-training-assessment-assessor-hunt-st-1130685,remote,90,remote_feed_source;remote_keyword,manual,,,
Alpaca,Product Operations Lead,Remote - Americas,,Draft,,,,Initial,,,2026-03-17_alpaca_product-operations-lead,,design;crypto;security;support;financial;investment;api;lead;operations;operational;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/alpaca/jobs/2026-03-17_alpaca_product-operations-lead_7a825887.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=93/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-product-operations-lead-alpaca-1130684,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
"Crunchyroll, LLC",Staff DevOps Engineer,Los Angeles,,Draft,,,,Initial,,,2026-03-17_crunchyroll-llc_staff-devops-engineer,,support;software;devops;cloud;lead;content;reliability;engineer;engineering,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/crunchyroll-llc/jobs/2026-03-17_crunchyroll-llc_staff-devops-engineer_3870caf0.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-staff-devops-engineer-crunchyroll-llc-1130679,remote,90,remote_feed_source;remote_keyword,manual,,,
Tempesta Technologies,C C++ Linux developer,,,Draft,,,,Initial,,,2026-03-17_tempesta-technologies_c-c-linux-developer,,senior;algorithms;data-structures;linux;python-requested,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=python; method=direct; lane=manual. Job capture: applications/tempesta-technologies/jobs/2026-03-17_tempesta-technologies_c-c-linux-developer_2ba1f218.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=python_requested_not_explicit_in_resume,unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-c-c-linux-developer-tempesta-technologies-1130778,remote,90,remote_feed_source;remote_keyword,manual,,,
RWS TrainAI,AI Specialist Haitian Creole,Port-au-Prince,,Draft,,,,Initial,,,2026-03-17_rws-trainai_ai-specialist-haitian-creole,,training;transcription;test;voice;speech;voice-ai,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=voice-audio; method=direct; lane=manual. Job capture: applications/rws-trainai/jobs/2026-03-17_rws-trainai_ai-specialist-haitian-creole_d32ff174.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-ai-specialist-haitian-creole-rws-trainai-1130752,remote,90,remote_feed_source;remote_keyword,manual,,,
Substack,UK Support Specialist,London,,Draft,,,,Initial,,,2026-03-17_substack_uk-support-specialist,,technical;support;content;operations;recruitment;voice-ai,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=voice-audio; method=direct; lane=manual. Job capture: applications/substack/jobs/2026-03-17_substack_uk-support-specialist_37ee8ae9.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-uk-support-specialist-substack-1130737,remote,90,remote_feed_source;remote_keyword,manual,,,
2K,Rigging Technical Artist NBA 2K,California,,Draft,,,,Initial,,,2026-03-17_2k_rigging-technical-artist-nba-2k,,python;game;technical;support;code;math;node;lead;python-requested,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=python; method=direct; lane=manual. Job capture: applications/2k/jobs/2026-03-17_2k_rigging-technical-artist-nba-2k_8d5d5367.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=python_requested_not_explicit_in_resume,unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-rigging-technical-artist-nba-2k-2k-1130695,remote,90,remote_feed_source;remote_keyword,manual,,,
Lumitekno Kreasi Global,Red Team Specialist (Offensive Security),Worldwide,$65K - $80K,Draft,,,,Initial,,,2026-03-17_lumitekno-kreasi-global_red-team-specialist-offensive-security,,security;solid;testing;shell;cms,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=none; method=direct; lane=manual. Job capture: applications/lumitekno-kreasi-global/jobs/2026-03-17_lumitekno-kreasi-global_red-team-specialist-offensive-security_3f27ccbf.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remotive.com/remote-jobs/devops/red-team-specialist-offensive-security-2088637,remote,90,remote_feed_source;remote_keyword,manual,,,
Circle.so,Lead Product Designer,,,Draft,,,,Initial,,,2026-03-17_circle-so_lead-product-designer,,design;designer;lead;senior;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=none; method=direct; lane=manual. Job capture: applications/circle-so/jobs/2026-03-17_circle-so_lead-product-designer_7387e3dd.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-lead-product-designer-circle-so-1130791,remote,90,remote_feed_source;remote_keyword,manual,,,
The PAC Group,Payroll and Benefits Specialist,"Troy, MI",,Draft,,,,Initial,,,2026-03-17_the-pac-group_payroll-and-benefits-specialist,,payroll;hr;operations,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=none; method=direct; lane=manual. Job capture: applications/the-pac-group/jobs/2026-03-17_the-pac-group_payroll-and-benefits-specialist_2a3b0bfd.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-payroll-and-benefits-specialist-the-pac-group-1130772,remote,90,remote_feed_source;remote_keyword,manual,,,
ELEMENTAL TERRA,Entry Level Crypto Market Specialist,,,Draft,,,,Initial,,,2026-03-17_elemental-terra_entry-level-crypto-market-specialist,,other;crypto;finance;web3;blockchain;defi;education;bitcoin;ethereum;legal,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=none; method=direct; lane=manual. Job capture: applications/elemental-terra/jobs/2026-03-17_elemental-terra_entry-level-crypto-market-specialist_a7faf3f6.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-entry-level-crypto-market-specialist-elemental-terra-1130759,remote,90,remote_feed_source;remote_keyword,manual,,,
Altium,Cloud Security Architect,La Jolla,,Draft,,,,Initial,,,2026-03-17_altium_cloud-security-architect,,security;architect;design;saas;system;software;cloud;pcb;engineering;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=none; method=direct; lane=manual. Job capture: applications/altium/jobs/2026-03-17_altium_cloud-security-architect_17e0ed1c.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-cloud-security-architect-altium-1130757,remote,90,remote_feed_source;remote_keyword,manual,,,
Eleventh Hour Games,Lead 3D Environment Artist,Remote,,Draft,,,,Initial,,,2026-03-17_eleventh-hour-games_lead-3d-environment-artist,,3d;technical;lead;content,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=none; method=direct; lane=manual. Job capture: applications/eleventh-hour-games/jobs/2026-03-17_eleventh-hour-games_lead-3d-environment-artist_abd0a937.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-lead-3d-environment-artist-eleventh-hour-games-1130749,remote,90,remote_feed_source;remote_keyword,manual,,,
Cast AI,Senior Software Engineer Karpenter,,,Draft,,,,Initial,,,2026-03-17_cast-ai_senior-software-engineer-karpenter,,golang;software;cloud;senior;engineer,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=none; method=direct; lane=manual. Job capture: applications/cast-ai/jobs/2026-03-17_cast-ai_senior-software-engineer-karpenter_d21322de.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-software-engineer-karpenter-cast-ai-1130741,remote,90,remote_feed_source;remote_keyword,manual,,,
Cast AI,Senior Software Engineer Reporting,,,Draft,,,,Initial,,,2026-03-17_cast-ai_senior-software-engineer-reporting,,golang;software;cloud;senior;engineer,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=none; method=direct; lane=manual. Job capture: applications/cast-ai/jobs/2026-03-17_cast-ai_senior-software-engineer-reporting_190f9df4.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-software-engineer-reporting-cast-ai-1130742,remote,90,remote_feed_source;remote_keyword,manual,,,
Temporal Technologies,Director Planning & Analytics,United States,,Draft,,,,Initial,,,2026-03-17_temporal-technologies_director-planning-analytics,,director;architect;technical;developer;software;growth;finance;lead;operational;analytics;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=none; method=direct; lane=manual. Job capture: applications/temporal-technologies/jobs/2026-03-17_temporal-technologies_director-planning-analytics_91e450b4.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-director-planning-analytics-temporal-technologies-1130728,remote,90,remote_feed_source;remote_keyword,manual,,,
That's No Moon Entertainment,Senior Technical Game Designer,United States,,Draft,,,,Initial,,,2026-03-17_that-s-no-moon-entertainment_senior-technical-game-designer,,game;design;designer;technical;animation;content;senior;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=none; method=direct; lane=manual. Job capture: applications/that-s-no-moon-entertainment/jobs/2026-03-17_that-s-no-moon-entertainment_senior-technical-game-designer_6c25c241.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-senior-technical-game-designer-thats-no-moon-entertainment-1130727,remote,90,remote_feed_source;remote_keyword,manual,,,
Remotasks,AI Training for Igbo Writers,,,Draft,,,,Initial,,,2026-03-17_remotasks_ai-training-for-igbo-writers,,training;technical,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=none; method=direct; lane=manual. Job capture: applications/remotasks/jobs/2026-03-17_remotasks_ai-training-for-igbo-writers_714d8e4e.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-ai-training-for-igbo-writers-remotasks-1130723,remote,90,remote_feed_source;remote_keyword,manual,,,
ZÃ³calo Health,CHW Manager,"Riverside, CA",,Draft,,,,Initial,,,2026-03-17_z-calo-health_chw-manager,,manager;medical;health;healthcare;non-tech,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=none; method=direct; lane=manual. Job capture: applications/z-calo-health/jobs/2026-03-17_z-calo-health_chw-manager_c36c209c.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-chw-manager-zocalo-health-1130721,remote,90,remote_feed_source;remote_keyword,manual,,,
Eleventh Hour Games,Narrative and World Lead,,,Draft,,,,Initial,,,2026-03-17_eleventh-hour-games_narrative-and-world-lead,,architect;travel;strategy;lead,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=none; method=direct; lane=manual. Job capture: applications/eleventh-hour-games/jobs/2026-03-17_eleventh-hour-games_narrative-and-world-lead_192b803a.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-narrative-and-world-lead-eleventh-hour-games-1130718,remote,90,remote_feed_source;remote_keyword,manual,,,
Sharebite,Restaurant Account Manager,Remote,,Draft,,,,Initial,,,2026-03-17_sharebite_restaurant-account-manager,,manager;support;operations;operational,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=none; method=direct; lane=manual. Job capture: applications/sharebite/jobs/2026-03-17_sharebite_restaurant-account-manager_2cef8b2a.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-restaurant-account-manager-sharebite-1130709,remote,90,remote_feed_source;remote_keyword,manual,,,
Rising Edge Group,Journeyperson Electrician,Halifax,,Draft,,,,Initial,,,2026-03-17_rising-edge-group_journeyperson-electrician,,training;technical;testing;test;code;travel;microsoft;senior;legal;health,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=none; method=direct; lane=manual. Job capture: applications/rising-edge-group/jobs/2026-03-17_rising-edge-group_journeyperson-electrician_440a13a8.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-journeyperson-electrician-rising-edge-group-1130708,remote,90,remote_feed_source;remote_keyword,manual,,,
IonQ,Staff Automation Engineer Internal Audit,,,Draft,,,,Initial,,,2026-03-17_ionq_staff-automation-engineer-internal-audit,,design;full-stack;architect;testing;operational;engineer;engineering;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=none; method=direct; lane=manual. Job capture: applications/ionq/jobs/2026-03-17_ionq_staff-automation-engineer-internal-audit_406c4b58.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-staff-automation-engineer-internal-audit-ionq-1130698,remote,90,remote_feed_source;remote_keyword,manual,,,
Headspace,Temp Clinical Product Lead,,,Draft,,,,Initial,,,2026-03-17_headspace_temp-clinical-product-lead,,design;lead;digital-nomad,"Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=none; method=direct; lane=manual. Job capture: applications/headspace/jobs/2026-03-17_headspace_temp-clinical-product-lead_cd99c3bd.md
Queue gate demoted on 2026-03-17 (fit=74/70, remote=90/50; reasons=unsupported_site_for_ci_submit).",https://remoteOK.com/remote-jobs/remote-temp-clinical-product-lead-headspace-1130697,remote,90,remote_feed_source;remote_keyword,manual,,,
Loancrate,Senior Platform Engineer,,,Draft,,,,Initial,,,2026-03-17_loancrate_senior-platform-engineer,,aws;terraform;dev;javascript;typescript;postgres;api;pulumi;docker,Discovered by Ralph Loop CI on 2026-03-17; pending review and submission. Role track=general; signals=customer-integration; method=direct; lane=manual. Job capture: applications/loancrate/jobs/2026-03-17_loancrate_senior-platform-engineer_ea012c8a.md,https://remoteOK.com/remote-jobs/remote-senior-platform-engineer-loancrate-1130797,remote,93,remote_feed_source;remote_keyword;remote_us_scope,manual,,,
